Player,Team,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Derrick Walton Jr.,LAC,12/13/19,2019-20,W,30,6,1,1,100,1,1,100,3,4,75,0,1,1,3,1,0,0,2,-4
Kawhi Leonard,LAC,12/13/19,2019-20,W,37,42,10,24,41.7,3,3,100,19,19,100,2,9,11,2,0,0,8,3,16
Maurice Harkless,LAC,12/13/19,2019-20,W,30,5,2,3,66.7,1,2,50,0,0,-,2,4,6,0,2,0,1,5,23
Robert Covington,MIN,12/13/19,2019-20,L,33,10,4,11,36.4,2,8,25,0,0,-,0,5,5,0,3,1,2,4,-8
Shabazz Napier,MIN,12/13/19,2019-20,L,14,0,0,3,0,0,3,0,0,0,-,0,1,1,3,1,0,2,3,-1
Gorgui Dieng,MIN,12/13/19,2019-20,L,12,5,2,5,40,1,2,50,0,0,-,0,5,5,0,1,1,0,2,-10
Terance Mann,LAC,12/13/19,2019-20,W,18,0,0,0,-,0,0,-,0,0,-,0,2,2,3,0,1,0,3,11
Jerome Robinson,LAC,12/13/19,2019-20,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,6
Ivica Zubac,LAC,12/13/19,2019-20,W,16,5,2,2,100,0,0,-,1,2,50,0,7,7,0,0,1,0,2,23
Harrison Barnes,SAC,12/13/19,2019-20,L,37,18,7,14,50,3,6,50,1,2,50,0,5,5,2,0,0,1,3,-8
Kevin Knox II,NYK,12/13/19,2019-20,W,18,3,1,5,20,0,2,0,1,2,50,0,2,2,1,1,1,2,2,6
Elfrid Payton,NYK,12/13/19,2019-20,W,27,16,7,13,53.8,1,1,100,1,2,50,2,2,4,4,1,0,0,0,19
Marcus Morris Sr.,NYK,12/13/19,2019-20,W,30,10,4,12,33.3,1,4,25,1,1,100,2,3,5,5,0,0,1,5,-4
Julius Randle,NYK,12/13/19,2019-20,W,31,26,10,17,58.8,3,8,37.5,3,5,60,1,8,9,4,0,0,2,2,-7
Frank Ntilikina,NYK,12/13/19,2019-20,W,21,2,1,5,20,0,3,0,0,0,-,0,1,1,0,2,0,0,2,-22
Richaun Holmes,SAC,12/13/19,2019-20,L,27,4,1,3,33.3,0,0,-,2,2,100,0,5,5,0,0,0,1,4,6
Cory Joseph,SAC,12/13/19,2019-20,L,29,7,3,6,50,1,3,33.3,0,0,-,0,5,5,2,0,0,2,2,4
Nemanja Bjelica,SAC,12/13/19,2019-20,L,27,12,3,9,33.3,3,6,50,3,4,75,1,1,2,7,0,1,0,1,13
Damyean Dotson,NYK,12/13/19,2019-20,W,17,11,4,6,66.7,3,5,60,0,0,-,0,3,3,3,1,0,0,0,17
Trevor Ariza,SAC,12/13/19,2019-20,L,24,0,0,5,0,0,3,0,0,0,-,0,3,3,2,0,0,1,1,-8
Bobby Portis,NYK,12/13/19,2019-20,W,17,9,4,9,44.4,1,2,50,0,0,-,1,3,4,3,0,0,2,1,9
Marvin Bagley III,SAC,12/13/19,2019-20,L,21,10,5,10,50,0,1,0,0,0,-,3,4,7,0,0,2,2,3,-8
Bogdan Bogdanovic,SAC,12/13/19,2019-20,L,29,14,5,10,50,4,5,80,0,0,-,0,1,1,1,0,0,3,1,-11
RJ Barrett,NYK,12/13/19,2019-20,W,31,8,4,14,28.6,0,5,0,0,0,-,1,3,4,2,0,0,0,0,-11
Taj Gibson,NYK,12/13/19,2019-20,W,23,4,2,5,40,0,0,-,0,0,-,2,5,7,2,1,2,1,4,-2
Mitchell Robinson,NYK,12/13/19,2019-20,W,25,14,7,9,77.8,0,0,-,0,0,-,5,4,9,0,1,0,0,2,5
Yogi Ferrell,SAC,12/13/19,2019-20,L,10,2,1,3,33.3,0,2,0,0,0,-,0,1,1,2,0,0,0,0,-12
Buddy Hield,SAC,12/13/19,2019-20,L,36,34,14,23,60.9,6,13,46.2,0,0,-,4,8,12,3,0,0,3,3,14
DeAndre' Bembry,ATL,12/13/19,2019-20,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Doug McDermott,IND,12/13/19,2019-20,W,29,16,6,7,85.7,3,3,100,1,1,100,0,2,2,2,0,0,0,1,13
De'Andre Hunter,ATL,12/13/19,2019-20,L,37,21,7,16,43.8,0,4,0,7,9,77.8,1,3,4,2,2,0,1,2,-16
Trae Young,ATL,12/13/19,2019-20,L,37,23,9,30,30,3,10,30,2,2,100,2,5,7,8,0,1,2,2,-2
Aaron Holiday,IND,12/13/19,2019-20,W,22,13,5,11,45.5,1,2,50,2,3,66.7,0,2,2,0,2,0,0,1,10
Damian Jones,ATL,12/13/19,2019-20,L,18,9,4,4,100,0,0,-,1,2,50,2,2,4,2,0,1,1,2,-6
T.J. McConnell,IND,12/13/19,2019-20,W,16,8,4,6,66.7,0,0,-,0,0,-,0,3,3,5,1,0,0,0,11
Jabari Parker,ATL,12/13/19,2019-20,L,27,20,9,13,69.2,1,3,33.3,1,2,50,1,5,6,1,1,0,4,4,-10
Allen Crabbe,ATL,12/13/19,2019-20,L,25,7,3,8,37.5,1,4,25,0,0,-,1,2,3,1,0,0,1,3,-3
Justin Holiday,IND,12/13/19,2019-20,W,22,2,1,5,20,0,4,0,0,0,-,1,3,4,1,1,0,0,1,8
Goga Bitadze,IND,12/13/19,2019-20,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
TJ Leaf,IND,12/13/19,2019-20,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,3
Malcolm Brogdon,IND,12/13/19,2019-20,W,32,19,7,16,43.8,1,3,33.3,4,6,66.7,2,6,8,12,0,0,3,2,-1
Domantas Sabonis,IND,12/13/19,2019-20,W,32,12,6,11,54.5,0,0,-,0,0,-,1,13,14,2,1,0,6,4,7
Vince Carter,ATL,12/13/19,2019-20,L,13,0,0,2,0,0,1,0,0,0,-,0,1,1,2,0,0,0,1,2
Alex Len,ATL,12/13/19,2019-20,L,22,11,4,8,50,0,1,0,3,4,75,5,8,13,2,1,1,0,1,1
Kevin Huerter,ATL,12/13/19,2019-20,L,30,5,2,7,28.6,0,2,0,1,2,50,0,7,7,3,1,0,3,3,-9
Cam Reddish,ATL,12/13/19,2019-20,L,30,4,1,6,16.7,1,3,33.3,1,2,50,0,5,5,3,1,1,3,2,-5
Jeremy Lamb,IND,12/13/19,2019-20,W,27,11,4,8,50,1,2,50,2,2,100,0,4,4,4,0,0,1,2,2
T.J. Warren,IND,12/13/19,2019-20,W,31,18,8,18,44.4,1,4,25,1,1,100,1,3,4,1,2,0,2,4,-1
Myles Turner,IND,12/13/19,2019-20,W,26,11,5,10,50,0,4,0,1,2,50,1,4,5,1,0,0,2,5,2
Rudy Gobert,UTA,12/13/19,2019-20,W,36,15,6,9,66.7,0,0,-,3,4,75,3,12,15,2,0,2,0,3,25
Emmanuel Mudiay,UTA,12/13/19,2019-20,W,19,4,0,2,0,0,0,-,4,6,66.7,0,2,2,3,0,0,1,1,-7
Royce O'Neale,UTA,12/13/19,2019-20,W,33,14,6,11,54.5,2,4,50,0,0,-,2,2,4,4,1,0,0,1,24
Ed Davis,UTA,12/13/19,2019-20,W,12,0,0,0,-,0,0,-,0,0,-,0,6,6,0,1,0,1,4,-17
Damion Lee,GSW,12/13/19,2019-20,L,26,21,7,11,63.6,3,5,60,4,6,66.7,1,2,3,0,0,0,0,1,8
Kevon Looney,GSW,12/13/19,2019-20,L,18,2,1,3,33.3,0,1,0,0,0,-,1,3,4,0,1,0,2,3,-6
Donovan Mitchell,UTA,12/13/19,2019-20,W,35,28,10,19,52.6,3,9,33.3,5,7,71.4,1,3,4,3,1,1,3,3,3
Joe Ingles,UTA,12/13/19,2019-20,W,34,13,5,9,55.6,1,3,33.3,2,2,100,1,3,4,8,1,0,3,5,24
Georges Niang,UTA,12/13/19,2019-20,W,18,3,1,3,33.3,1,3,33.3,0,0,-,0,3,3,1,1,0,0,1,-17
D'Angelo Russell,GSW,12/13/19,2019-20,L,30,18,8,20,40,2,12,16.7,0,0,-,0,3,3,4,3,0,4,5,-15
Jeff Green,UTA,12/13/19,2019-20,W,16,5,1,8,12.5,1,6,16.7,2,2,100,0,1,1,0,0,0,1,2,-18
Bojan Bogdanovic,UTA,12/13/19,2019-20,W,37,32,8,18,44.4,8,13,61.5,8,10,80,0,4,4,1,0,0,4,0,23
Jordan Poole,GSW,12/13/19,2019-20,L,10,4,1,3,33.3,1,3,33.3,1,3,33.3,0,0,0,3,0,0,0,1,13
Jacob Evans,GSW,12/13/19,2019-20,L,27,13,4,14,28.6,1,1,100,4,4,100,0,2,2,2,1,2,0,2,10
Omari Spellman,GSW,12/13/19,2019-20,L,21,2,1,3,33.3,0,1,0,0,0,-,2,3,5,0,0,0,2,0,4
Marquese Chriss,GSW,12/13/19,2019-20,L,23,12,4,7,57.1,0,0,-,4,7,57.1,3,10,13,5,1,2,1,3,5
Willie Cauley-Stein,GSW,12/13/19,2019-20,L,23,0,0,4,0,0,0,-,0,0,-,2,3,5,1,2,3,1,5,-11
Glenn Robinson III,GSW,12/13/19,2019-20,L,32,10,5,10,50,0,2,0,0,0,-,3,5,8,1,1,0,1,2,-24
Alec Burks,GSW,12/13/19,2019-20,L,30,24,10,16,62.5,2,4,50,2,2,100,2,3,5,3,0,0,1,4,-24
Avery Bradley,LAL,12/13/19,2019-20,W,19,10,5,9,55.6,0,3,0,0,0,-,1,2,3,0,0,0,1,3,-3
Chris Silva,MIA,12/13/19,2019-20,L,8,6,2,2,100,0,0,-,2,2,100,0,1,1,0,0,1,0,1,6
Kendrick Nunn,MIA,12/13/19,2019-20,L,36,16,7,15,46.7,2,6,33.3,0,0,-,0,2,2,7,2,0,1,4,-11
Duncan Robinson,MIA,12/13/19,2019-20,L,36,9,3,8,37.5,3,7,42.9,0,0,-,0,3,3,0,0,0,0,3,-1
Bam Adebayo,MIA,12/13/19,2019-20,L,35,12,5,11,45.5,0,0,-,2,5,40,4,8,12,5,0,1,2,2,-8
Kelly Olynyk,MIA,12/13/19,2019-20,L,21,15,4,8,50,1,4,25,6,7,85.7,1,5,6,3,0,0,1,5,8
Jared Dudley,LAL,12/13/19,2019-20,W,17,3,1,5,20,1,3,33.3,0,0,-,0,2,2,3,2,0,0,2,-7
Dwight Howard,LAL,12/13/19,2019-20,W,19,4,2,3,66.7,0,0,-,0,0,-,4,4,8,0,0,0,2,3,-9
Derrick Jones Jr.,MIA,12/13/19,2019-20,L,28,17,4,6,66.7,2,3,66.7,7,8,87.5,0,4,4,4,2,0,0,3,0
LeBron James,LAL,12/13/19,2019-20,W,37,28,11,22,50,4,8,50,2,4,50,2,7,9,12,1,0,8,2,9
Tyler Herro,MIA,12/13/19,2019-20,L,24,7,3,12,25,1,6,16.7,0,0,-,0,3,3,1,0,0,1,0,6
Meyers Leonard,MIA,12/13/19,2019-20,L,14,5,2,3,66.7,1,2,50,0,0,-,0,0,0,1,0,0,1,2,-13
Jimmy Butler,MIA,12/13/19,2019-20,L,37,23,9,20,45,0,5,0,5,6,83.3,0,3,3,3,4,0,2,1,-2
Alex Caruso,LAL,12/13/19,2019-20,W,11,2,1,2,50,0,1,0,0,0,-,0,1,1,0,0,0,1,1,6
Kentavious Caldwell-Pope,LAL,12/13/19,2019-20,W,30,15,6,9,66.7,1,3,33.3,2,4,50,3,0,3,4,0,0,2,2,5
Anthony Davis,LAL,12/13/19,2019-20,W,38,33,11,20,55,4,9,44.4,7,9,77.8,1,9,10,1,0,3,1,3,11
Danny Green,LAL,12/13/19,2019-20,W,27,9,2,7,28.6,2,6,33.3,3,3,100,0,2,2,1,0,1,2,1,2
JaVale McGee,LAL,12/13/19,2019-20,W,17,9,4,5,80,0,0,-,1,3,33.3,3,7,10,1,1,5,0,3,11
Rajon Rondo,LAL,12/13/19,2019-20,W,25,0,0,5,0,0,4,0,0,0,-,0,2,2,4,1,0,2,3,-10
P.J. Tucker,HOU,12/13/19,2019-20,W,35,12,4,6,66.7,3,5,60,1,2,50,0,11,11,1,2,0,2,3,28
Thabo Sefolosha,HOU,12/13/19,2019-20,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-3
James Harden,HOU,12/13/19,2019-20,W,36,54,19,31,61.3,10,15,66.7,6,6,100,2,3,5,7,2,3,3,5,21
Amile Jefferson,ORL,12/13/19,2019-20,L,4,0,0,1,0,0,0,-,0,2,0,1,0,1,0,0,0,0,1,-2
Wes Iwundu,ORL,12/13/19,2019-20,L,4,2,1,3,33.3,0,1,0,0,0,-,0,1,1,1,0,0,0,0,-2
Clint Capela,HOU,12/13/19,2019-20,W,30,10,5,9,55.6,0,0,-,0,0,-,3,8,11,0,0,2,0,3,9
Melvin Frazier Jr.,ORL,12/13/19,2019-20,L,4,3,1,3,33.3,1,2,50,0,0,-,0,0,0,0,0,0,0,2,-2
Gary Clark,HOU,12/13/19,2019-20,W,14,9,3,6,50,2,5,40,1,1,100,0,3,3,1,0,1,0,0,16
Mo Bamba,ORL,12/13/19,2019-20,L,15,9,3,6,50,1,1,100,2,2,100,3,3,6,1,0,0,0,1,0
Ben McLemore,HOU,12/13/19,2019-20,W,27,18,6,7,85.7,6,7,85.7,0,0,-,0,1,1,2,0,0,1,1,21
Austin Rivers,HOU,12/13/19,2019-20,W,16,0,0,3,0,0,1,0,0,0,-,0,0,0,2,0,0,0,2,0
Jonathan Isaac,ORL,12/13/19,2019-20,L,27,10,4,7,57.1,0,1,0,2,2,100,0,3,3,1,0,1,1,3,-11
Evan Fournier,ORL,12/13/19,2019-20,L,25,27,10,18,55.6,6,11,54.5,1,2,50,0,2,2,2,2,0,1,3,-10
Khem Birch,ORL,12/13/19,2019-20,L,32,4,2,6,33.3,0,0,-,0,0,-,2,3,5,1,0,2,0,1,-19
Chris Clemons,HOU,12/13/19,2019-20,W,3,2,1,3,33.3,0,2,0,0,0,-,0,0,0,0,0,0,0,0,2
Russell Westbrook,HOU,12/13/19,2019-20,W,35,23,9,18,50,1,3,33.3,4,4,100,1,6,7,6,0,0,2,4,9
Aaron Gordon,ORL,12/13/19,2019-20,L,33,21,9,15,60,2,5,40,1,1,100,3,3,6,4,0,0,1,0,-18
D.J. Augustin,ORL,12/13/19,2019-20,L,26,3,1,5,20,1,4,25,0,0,-,1,3,4,5,0,0,1,1,-10
Terrence Ross,ORL,12/13/19,2019-20,L,27,13,4,10,40,2,7,28.6,3,3,100,0,1,1,2,1,2,0,1,-21
Michael Carter-Williams,ORL,12/13/19,2019-20,L,21,10,3,9,33.3,1,3,33.3,3,4,75,3,2,5,2,0,1,2,1,-9
Isaiah Hartenstein,HOU,12/13/19,2019-20,W,7,0,0,1,0,0,0,-,0,0,-,0,0,0,1,1,0,0,1,-2
Markelle Fultz,ORL,12/13/19,2019-20,L,21,5,2,8,25,1,2,50,0,0,-,0,3,3,5,0,0,0,1,-11
Danuel House Jr.,HOU,12/13/19,2019-20,W,34,2,1,2,50,0,1,0,0,0,-,1,2,3,1,0,1,0,1,14
Ryan Arcidiacono,CHI,12/13/19,2019-20,L,21,12,4,7,57.1,2,4,50,2,2,100,1,2,3,1,1,0,0,2,-2
Thaddeus Young,CHI,12/13/19,2019-20,L,27,10,5,13,38.5,0,2,0,0,0,-,2,3,5,2,1,0,1,0,-3
Cody Zeller,CHA,12/13/19,2019-20,W,24,11,4,8,50,1,3,33.3,2,2,100,3,7,10,2,0,0,0,1,-1
Terry Rozier,CHA,12/13/19,2019-20,W,36,11,5,15,33.3,1,5,20,0,1,0,0,8,8,5,2,0,3,3,10
Daniel Gafford,CHI,12/13/19,2019-20,L,20,4,2,3,66.7,0,0,-,0,0,-,0,2,2,0,0,6,0,2,10
Malik Monk,CHA,12/13/19,2019-20,W,9,2,1,3,33.3,0,2,0,0,0,-,0,0,0,2,1,0,1,1,-3
Miles Bridges,CHA,12/13/19,2019-20,W,36,13,4,10,40,1,6,16.7,4,4,100,2,7,9,1,1,1,3,3,15
P.J. Washington,CHA,12/13/19,2019-20,W,38,13,6,17,35.3,0,3,0,1,2,50,1,9,10,2,1,3,2,2,11
Cody Martin,CHA,12/13/19,2019-20,W,16,3,1,2,50,1,2,50,0,0,-,0,2,2,0,1,0,2,0,-1
Devonte' Graham,CHA,12/13/19,2019-20,W,37,16,4,14,28.6,2,9,22.2,6,6,100,0,5,5,7,3,0,7,3,9
Kris Dunn,CHI,12/13/19,2019-20,L,24,3,1,6,16.7,0,0,-,1,2,50,0,3,3,3,1,1,1,3,-6
Zach LaVine,CHI,12/13/19,2019-20,L,35,12,4,19,21.1,1,8,12.5,3,3,100,2,6,8,2,1,0,2,0,-9
Tomas Satoransky,CHI,12/13/19,2019-20,L,26,7,2,8,25,0,4,0,3,4,75,0,3,3,3,0,0,2,3,-4
Denzel Valentine,CHI,12/13/19,2019-20,L,18,6,2,8,25,1,3,33.3,1,1,100,1,2,3,2,1,0,2,2,-7
Lauri Markkanen,CHI,12/13/19,2019-20,L,26,10,4,12,33.3,2,7,28.6,0,0,-,1,3,4,2,1,0,1,4,-10
Wendell Carter Jr.,CHI,12/13/19,2019-20,L,24,6,2,6,33.3,0,1,0,2,2,100,3,8,11,2,3,0,1,3,-17
Michael Kidd-Gilchrist,CHA,12/13/19,2019-20,W,20,2,1,4,25,0,1,0,0,0,-,1,6,7,1,0,0,2,1,-1
Bismack Biyombo,CHA,12/13/19,2019-20,W,24,12,4,6,66.7,0,0,-,4,6,66.7,4,5,9,1,0,1,0,2,11
Coby White,CHI,12/13/19,2019-20,L,20,3,1,8,12.5,1,5,20,0,0,-,1,2,3,3,2,0,2,1,-2
Jrue Holiday,NOP,12/13/19,2019-20,L,35,12,4,18,22.2,0,6,0,4,5,80,3,3,6,10,0,1,2,0,-4
Derrick Favors,NOP,12/13/19,2019-20,L,15,8,4,10,40,0,0,-,0,1,0,3,5,8,0,0,0,0,1,-3
Jahlil Okafor,NOP,12/13/19,2019-20,L,15,9,4,8,50,0,0,-,1,3,33.3,2,3,5,2,0,0,0,2,-10
Brandon Ingram,NOP,12/13/19,2019-20,L,34,32,10,17,58.8,1,3,33.3,11,13,84.6,0,6,6,0,0,0,1,6,-14
Jaxson Hayes,NOP,12/13/19,2019-20,L,18,7,3,4,75,0,0,-,1,4,25,1,4,5,1,0,0,0,3,6
Nickeil Alexander-Walker,NOP,12/13/19,2019-20,L,10,3,1,3,33.3,1,2,50,0,0,-,0,1,1,1,2,0,1,1,1
Tobias Harris,PHI,12/13/19,2019-20,W,38,31,12,20,60,1,3,33.3,6,7,85.7,0,5,5,2,0,0,0,1,2
Mike Scott,PHI,12/13/19,2019-20,W,23,5,2,6,33.3,1,4,25,0,0,-,2,7,9,0,1,0,0,0,10
Kyle O'Quinn,PHI,12/13/19,2019-20,W,5,0,0,0,-,0,0,-,0,0,-,0,3,3,0,0,1,0,0,-2
James Ennis III,PHI,12/13/19,2019-20,W,15,10,4,6,66.7,2,3,66.7,0,1,0,1,1,2,3,0,1,1,5,6
Norvel Pelle,PHI,12/13/19,2019-20,W,12,6,3,4,75,0,0,-,0,0,-,2,3,5,2,0,3,2,5,6
Ben Simmons,PHI,12/13/19,2019-20,W,38,24,9,15,60,0,0,-,6,10,60,1,2,3,11,3,2,1,2,6
Furkan Korkmaz,PHI,12/13/19,2019-20,W,16,2,1,3,33.3,0,2,0,0,0,-,0,1,1,0,0,0,1,2,-2
Matisse Thybulle,PHI,12/13/19,2019-20,W,27,3,1,4,25,1,2,50,0,0,-,0,2,2,1,1,0,1,0,1
Joel Embiid,PHI,12/13/19,2019-20,W,31,24,6,16,37.5,1,3,33.3,11,14,78.6,1,10,11,5,1,1,2,5,3
Josh Richardson,PHI,12/13/19,2019-20,W,26,8,4,10,40,0,1,0,0,2,0,2,3,5,0,0,0,1,2,4
Raul Neto,PHI,12/13/19,2019-20,W,11,3,1,3,33.3,1,2,50,0,0,-,0,1,1,0,1,0,0,2,1
Lonzo Ball,NOP,12/13/19,2019-20,L,23,6,2,6,33.3,1,3,33.3,1,2,50,1,1,2,3,1,0,1,2,-8
Josh Hart,NOP,12/13/19,2019-20,L,31,10,3,4,75,2,2,100,2,2,100,1,4,5,3,1,1,2,6,6
Kenrich Williams,NOP,12/13/19,2019-20,L,26,3,1,3,33.3,1,3,33.3,0,0,-,1,3,4,1,0,0,0,5,-13
JJ Redick,NOP,12/13/19,2019-20,L,34,19,6,15,40,3,5,60,4,5,80,0,3,3,3,1,0,2,3,4
Nikola Jokic,DEN,12/12/19,2019-20,W,31,20,7,14,50,2,5,40,4,6,66.7,4,7,11,6,0,0,1,2,3
Jamal Murray,DEN,12/12/19,2019-20,W,28,12,4,11,36.4,2,5,40,2,3,66.7,0,6,6,3,1,0,3,1,-1
Torrey Craig,DEN,12/12/19,2019-20,W,14,5,2,5,40,1,2,50,0,0,-,2,0,2,0,0,0,0,0,15
Hassan Whiteside,POR,12/12/19,2019-20,L,35,33,15,21,71.4,1,1,100,2,2,100,3,8,11,2,0,4,0,5,-3
Damian Lillard,POR,12/12/19,2019-20,L,38,13,5,16,31.3,2,9,22.2,1,2,50,1,1,2,11,1,0,2,0,-11
Kent Bazemore,POR,12/12/19,2019-20,L,30,9,3,7,42.9,1,5,20,2,2,100,0,3,3,2,0,0,1,3,7
Gary Trent Jr.,POR,12/12/19,2019-20,L,5,0,0,3,0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-6
Carmelo Anthony,POR,12/12/19,2019-20,L,37,20,8,16,50,2,5,40,2,2,100,0,9,9,1,2,2,2,1,-3
Anfernee Simons,POR,12/12/19,2019-20,L,22,9,4,9,44.4,0,3,0,1,2,50,0,0,0,1,1,1,0,1,-29
Mario Hezonja,POR,12/12/19,2019-20,L,14,0,0,1,0,0,0,-,0,0,-,0,2,2,0,0,0,0,1,-10
Mason Plumlee,DEN,12/12/19,2019-20,W,18,4,2,6,33.3,0,0,-,0,0,-,4,1,5,3,0,1,0,2,13
Michael Porter Jr.,DEN,12/12/19,2019-20,W,10,6,2,4,50,2,4,50,0,0,-,0,1,1,0,0,0,3,0,1
Will Barton,DEN,12/12/19,2019-20,W,35,15,6,12,50,2,4,50,1,2,50,2,9,11,4,1,0,0,2,4
Jerami Grant,DEN,12/12/19,2019-20,W,31,20,7,12,58.3,5,6,83.3,1,4,25,0,5,5,0,2,0,0,1,15
Skal Labissiere,POR,12/12/19,2019-20,L,23,0,0,2,0,0,0,-,0,0,-,3,2,5,3,0,0,0,3,-21
Monte Morris,DEN,12/12/19,2019-20,W,20,11,4,8,50,1,3,33.3,2,2,100,0,1,1,7,2,0,0,0,16
CJ McCollum,POR,12/12/19,2019-20,L,37,15,6,11,54.5,3,7,42.9,0,1,0,0,2,2,2,0,0,3,2,1
Gary Harris,DEN,12/12/19,2019-20,W,37,15,5,9,55.6,3,6,50,2,2,100,1,0,1,2,0,0,1,3,10
Paul Millsap,DEN,12/12/19,2019-20,W,16,6,3,7,42.9,0,1,0,0,0,-,2,3,5,0,0,1,2,2,-1
Dorian Finney-Smith,DAL,12/12/19,2019-20,W,31,6,2,5,40,2,4,50,0,0,-,2,3,5,3,0,0,0,1,5
Maxi Kleber,DAL,12/12/19,2019-20,W,18,5,2,4,50,1,2,50,0,0,-,1,0,1,0,1,1,1,3,-1
Christian Wood,DET,12/12/19,2019-20,L,14,10,4,4,100,0,0,-,2,2,100,1,7,8,0,0,1,1,1,4
Seth Curry,DAL,12/12/19,2019-20,W,34,30,11,15,73.3,6,9,66.7,2,3,66.7,3,4,7,4,2,0,3,2,5
Svi Mykhailiuk,DET,12/12/19,2019-20,L,12,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,1,4
Langston Galloway,DET,12/12/19,2019-20,L,20,2,0,3,0,0,1,0,2,2,100,0,1,1,1,0,0,0,0,-7
Blake Griffin,DET,12/12/19,2019-20,L,30,10,3,16,18.8,1,10,10,3,4,75,0,3,3,5,0,0,0,2,-18
Andre Drummond,DET,12/12/19,2019-20,L,34,23,10,14,71.4,0,1,0,3,6,50,2,13,15,1,3,1,2,4,-15
Tim Hardaway Jr.,DAL,12/12/19,2019-20,W,25,2,1,6,16.7,0,5,0,0,0,-,0,5,5,0,0,0,2,2,17
Dwight Powell,DAL,12/12/19,2019-20,W,31,9,3,4,75,0,1,0,3,4,75,2,8,10,1,1,1,0,2,23
Luke Kennard,DET,12/12/19,2019-20,L,34,8,3,13,23.1,2,8,25,0,0,-,0,0,0,4,1,0,0,2,-17
Kristaps Porzingis,DAL,12/12/19,2019-20,W,30,20,8,18,44.4,0,5,0,4,4,100,1,7,8,1,0,3,0,4,17
Tony Snell,DET,12/12/19,2019-20,L,28,12,4,7,57.1,4,6,66.7,0,0,-,0,1,1,0,0,0,0,2,-8
Bruce Brown,DET,12/12/19,2019-20,L,22,7,2,6,33.3,0,1,0,3,4,75,2,0,2,4,2,0,0,3,6
Luka Doncic,DAL,12/12/19,2019-20,W,34,41,14,24,58.3,6,13,46.2,7,12,58.3,1,11,12,11,0,0,3,2,29
Ryan Broekhoff,DAL,12/12/19,2019-20,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-6
Tim Frazier,DET,12/12/19,2019-20,L,2,2,0,1,0,0,0,-,2,2,100,0,0,0,2,0,0,0,0,6
Thon Maker,DET,12/12/19,2019-20,L,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,6
Markieff Morris,DET,12/12/19,2019-20,L,17,16,6,8,75,3,5,60,1,3,33.3,0,3,3,1,0,0,1,1,1
Jalen Brunson,DAL,12/12/19,2019-20,W,15,7,3,6,50,1,3,33.3,0,0,-,0,1,1,4,0,0,1,2,-20
Derrick Rose,DET,12/12/19,2019-20,L,26,19,7,16,43.8,5,10,50,0,0,-,0,0,0,4,2,0,3,0,-17
Justin Jackson,DAL,12/12/19,2019-20,W,21,2,1,6,16.7,0,2,0,0,0,-,1,1,2,1,0,0,0,3,-14
James Ennis III,PHI,12/12/19,2019-20,W,18,2,1,4,25,0,2,0,0,0,-,0,1,1,0,0,0,1,2,-10
Enes Kanter,BOS,12/12/19,2019-20,L,24,20,10,13,76.9,0,1,0,0,0,-,3,6,9,0,2,2,0,5,3
Kyle O'Quinn,PHI,12/12/19,2019-20,W,12,3,1,4,25,1,3,33.3,0,0,-,3,1,4,3,0,0,1,2,-15
Tobias Harris,PHI,12/12/19,2019-20,W,33,23,10,20,50,1,3,33.3,2,3,66.7,2,6,8,7,1,2,0,2,-2
Javonte Green,BOS,12/12/19,2019-20,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Daniel Theis,BOS,12/12/19,2019-20,L,24,16,7,11,63.6,1,2,50,1,1,100,3,2,5,1,0,1,0,3,-9
Joel Embiid,PHI,12/12/19,2019-20,W,36,38,12,21,57.1,2,3,66.7,12,14,85.7,2,11,13,6,0,1,2,3,21
Jayson Tatum,BOS,12/12/19,2019-20,L,34,15,5,18,27.8,3,8,37.5,2,2,100,1,2,3,4,0,1,1,4,-2
Kemba Walker,BOS,12/12/19,2019-20,L,36,29,8,21,38.1,5,13,38.5,8,10,80,0,1,1,8,0,1,1,2,2
Furkan Korkmaz,PHI,12/12/19,2019-20,W,8,7,3,4,75,1,2,50,0,0,-,0,3,3,0,0,0,0,0,3
Matisse Thybulle,PHI,12/12/19,2019-20,W,30,6,2,4,50,2,4,50,0,0,-,1,0,1,2,1,2,0,2,9
Ben Simmons,PHI,12/12/19,2019-20,W,36,7,2,6,33.3,0,0,-,3,4,75,0,8,8,6,0,1,5,4,-2
Raul Neto,PHI,12/12/19,2019-20,W,12,0,0,1,0,0,1,0,0,0,-,0,1,1,1,0,0,1,2,8
